"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm3",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 22:30:35 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 22:39:32,2.012,0.201,97.787,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1135.0,2499.0
18-09 22:39:33,1.406,0.602,97.992,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1088.0,2420.0
18-09 22:39:34,1.613,0.403,97.984,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1103.0,2450.0
18-09 22:39:35,1.411,0.202,97.782,0.605,0.0,0.0,0.0,16384.0,107.0,309.0,0.0,0.0,1116.0,2450.0
18-09 22:39:36,1.420,0.203,98.377,0.0,0.0,0.0,2097152.0,0.0,214.0,835.0,0.0,0.0,1147.0,2517.0
18-09 22:39:37,1.818,0.202,96.364,1.616,0.0,0.0,331776.0,0.0,18396.0,9121.0,0.0,0.0,1246.0,2536.0
18-09 22:39:38,1.811,0.805,96.781,0.604,0.0,0.0,2244608.0,0.0,35200.0,35347.0,0.0,0.0,1318.0,2650.0
18-09 22:39:39,1.804,0.601,97.595,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1096.0,2382.0
18-09 22:39:40,2.621,2.419,93.145,0.403,0.0,1.411,2183168.0,65536.0,21895846.0,20975476.0,0.0,0.0,5079.0,3380.0
18-09 22:39:41,1.606,0.602,97.390,0.402,0.0,0.0,0.0,126976.0,107.0,309.0,0.0,0.0,1153.0,2419.0
18-09 22:39:42,1.811,0.402,97.787,0.0,0.0,0.0,2228224.0,0.0,214.0,835.0,0.0,0.0,1108.0,2385.0
18-09 22:39:43,1.613,0.403,97.984,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1122.0,2423.0
18-09 22:39:44,2.008,0.602,96.787,0.602,0.0,0.0,2109440.0,0.0,762.0,1254.0,0.0,0.0,1161.0,2439.0
18-09 22:39:45,1.210,0.605,98.185,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1144.0,2387.0
18-09 22:39:46,1.212,0.202,96.162,2.424,0.0,0.0,2097152.0,110592.0,107.0,309.0,0.0,0.0,1102.0,2363.0
18-09 22:39:47,2.204,0.401,97.395,0.0,0.0,0.0,0.0,0.0,239.0,375.0,0.0,0.0,1134.0,2438.0
18-09 22:39:48,1.215,0.405,98.381,0.0,0.0,0.0,2097152.0,0.0,281.0,835.0,0.0,0.0,1141.0,2467.0
18-09 22:39:49,2.0,0.400,97.600,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1075.0,2352.0
18-09 22:39:50,2.209,0.201,97.590,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1153.0,2482.0
18-09 22:39:51,2.429,0.405,97.166,0.0,0.0,0.0,4096.0,45056.0,14732.0,5213.0,0.0,0.0,1301.0,2734.0
18-09 22:39:52,20.122,5.488,56.707,17.276,0.0,0.407,7245824.0,8192.0,222308.0,12693.0,0.0,0.0,4587.0,6833.0
18-09 22:39:53,20.455,4.132,33.471,41.942,0.0,0.0,4345856.0,0.0,107.0,521.0,0.0,0.0,3139.0,5560.0
18-09 22:39:54,32.129,4.418,27.711,35.743,0.0,0.0,6860800.0,0.0,214.0,981.0,0.0,0.0,2761.0,4487.0
18-09 22:39:55,83.968,4.208,7.615,4.208,0.0,0.0,1662976.0,0.0,107.0,455.0,0.0,0.0,2475.0,3152.0
18-09 22:39:56,85.341,5.823,4.217,4.418,0.0,0.201,5074944.0,0.0,809.0,839.0,0.0,0.0,2775.0,3678.0
18-09 22:39:57,43.827,4.938,29.424,21.811,0.0,0.0,5017600.0,299008.0,4404.0,5508.0,0.0,0.0,2589.0,4655.0
18-09 22:39:58,89.919,4.032,3.427,2.621,0.0,0.0,3579904.0,0.0,107.0,1020.0,0.0,0.0,2491.0,3347.0
18-09 22:39:59,67.012,3.942,20.747,8.299,0.0,0.0,7561216.0,0.0,107.0,455.0,0.0,0.0,2997.0,4766.0
18-09 22:40:00,76.210,6.855,13.508,3.226,0.0,0.202,4100096.0,0.0,16918.0,7199.0,0.0,0.0,3153.0,5588.0
18-09 22:40:01,18.637,54.709,20.641,5.812,0.0,0.200,22155264.0,0.0,5106.0,2013.0,0.0,0.0,1965.0,2472.0
18-09 22:40:02,57.430,28.916,12.249,1.205,0.0,0.201,3207168.0,102400.0,371.0,983.0,0.0,0.0,2120.0,2588.0
18-09 22:40:03,95.363,1.613,3.024,0.0,0.0,0.0,12967936.0,0.0,642.0,2385.0,0.0,0.0,2457.0,3424.0
18-09 22:40:04,86.974,2.806,5.812,4.409,0.0,0.0,77352960.0,0.0,1509.0,751.0,0.0,0.0,3262.0,4878.0
18-09 22:40:05,63.030,2.222,10.303,24.242,0.0,0.202,83353600.0,0.0,728.0,753.0,0.0,0.0,2097.0,2969.0
18-09 22:40:06,53.320,3.219,20.523,22.736,0.0,0.201,83349504.0,0.0,642.0,4403.0,0.0,0.0,2426.0,3889.0
18-09 22:40:07,56.338,2.414,16.298,24.950,0.0,0.0,77230080.0,24576.0,107.0,455.0,0.0,0.0,2087.0,2953.0
18-09 22:40:08,47.686,2.616,24.547,25.151,0.0,0.0,85475328.0,0.0,2130.0,1049.0,0.0,0.0,2346.0,3644.0
18-09 22:40:09,56.539,3.421,11.871,27.968,0.0,0.201,85975040.0,0.0,1785.0,4697.0,0.0,0.0,2430.0,3752.0
18-09 22:40:10,51.509,2.213,16.499,29.376,0.0,0.402,75280384.0,0.0,4932.0,1641.0,0.0,0.0,2046.0,3031.0
18-09 22:40:11,43.952,3.024,28.024,24.798,0.0,0.202,68222976.0,73728.0,728.0,753.0,0.0,0.0,1727.0,2669.0
18-09 22:40:12,39.879,3.239,34.615,22.065,0.0,0.202,66334720.0,20738048.0,642.0,4401.0,0.0,0.0,1966.0,3106.0
18-09 22:40:13,48.104,2.196,19.760,29.741,0.0,0.200,73883648.0,81920.0,107.0,455.0,0.0,0.0,1818.0,2633.0
18-09 22:40:14,43.775,1.606,29.920,24.498,0.0,0.201,83361792.0,0.0,728.0,753.0,0.0,0.0,1910.0,2922.0
18-09 22:40:15,58.434,3.414,22.289,15.663,0.0,0.201,87666688.0,0.0,749.0,5412.0,0.0,0.0,2225.0,3129.0
18-09 22:40:16,69.600,3.200,6.0,21.200,0.0,0.0,73379840.0,0.0,835.0,1693.0,0.0,0.0,2456.0,3545.0
18-09 22:40:17,79.317,1.606,12.851,6.225,0.0,0.0,45535232.0,241664.0,835.0,1685.0,0.0,0.0,2306.0,2951.0
18-09 22:40:18,81.891,2.616,15.292,0.0,0.0,0.201,17358848.0,53248.0,749.0,5574.0,0.0,0.0,2243.0,3337.0
18-09 22:40:19,81.764,0.401,17.836,0.0,0.0,0.0,0.0,0.0,173.0,587.0,0.0,0.0,1876.0,1838.0
18-09 22:40:20,78.916,2.209,16.466,2.410,0.0,0.0,2641920.0,0.0,239.0,719.0,0.0,0.0,1953.0,1892.0
18-09 22:40:21,80.120,6.225,10.241,3.414,0.0,0.0,790528.0,81920.0,2096.0,5939.0,0.0,0.0,2295.0,3067.0
18-09 22:40:22,55.533,4.427,40.040,0.0,0.0,0.0,2097152.0,0.0,1775.0,3339.0,0.0,0.0,1679.0,2067.0
18-09 22:40:23,38.229,5.433,54.326,2.012,0.0,0.0,24576.0,274432.0,5228.0,3720.0,0.0,0.0,1951.0,2994.0
18-09 22:40:24,73.896,6.024,19.880,0.0,0.0,0.201,2097152.0,32768.0,5556.0,5388.0,0.0,0.0,2788.0,3386.0
18-09 22:40:25,85.051,5.455,9.495,0.0,0.0,0.0,0.0,0.0,4746.0,3142.0,0.0,0.0,2780.0,3410.0
18-09 22:40:26,89.780,5.611,4.409,0.200,0.0,0.0,552960.0,249856.0,7155.0,4069.0,0.0,0.0,2670.0,3622.0
18-09 22:40:27,86.826,11.577,1.198,0.399,0.0,0.0,12279808.0,21233664.0,4431.0,3195.0,0.0,0.0,2395.0,3781.0
18-09 22:40:28,88.732,9.457,1.811,0.0,0.0,0.0,5890048.0,253952.0,5842.0,2409.0,0.0,0.0,2381.0,3049.0
18-09 22:40:29,83.800,11.400,4.400,0.0,0.0,0.400,13254656.0,0.0,5463.0,3608.0,0.0,0.0,2517.0,3599.0
18-09 22:40:30,80.202,13.535,6.263,0.0,0.0,0.0,29753344.0,0.0,3873.0,2797.0,0.0,0.0,2730.0,3682.0
18-09 22:40:31,78.287,12.550,6.574,2.191,0.0,0.398,60391424.0,0.0,3274.0,1225.0,0.0,0.0,3230.0,4637.0
18-09 22:40:32,87.751,6.225,4.217,1.406,0.0,0.402,63037440.0,950272.0,321.0,1668.0,0.0,0.0,3138.0,4537.0
18-09 22:40:33,84.940,4.016,3.012,7.831,0.0,0.201,79720448.0,0.0,428.0,2194.0,0.0,0.0,2614.0,3376.0
18-09 22:40:34,55.936,3.018,19.920,20.926,0.0,0.201,79286272.0,77824.0,1507.0,754.0,0.0,0.0,2219.0,3208.0
18-09 22:40:35,56.200,3.600,14.800,25.0,0.0,0.400,87855104.0,0.0,1464.0,2458.0,0.0,0.0,2563.0,3903.0
18-09 22:40:36,55.040,3.024,14.113,27.621,0.0,0.202,87044096.0,0.0,321.0,1835.0,0.0,0.0,2241.0,3155.0
18-09 22:40:37,52.515,3.421,15.694,28.169,0.0,0.201,81915904.0,0.0,2757.0,1910.0,0.0,0.0,2755.0,4115.0
18-09 22:40:38,52.823,2.621,23.185,20.968,0.0,0.403,85749760.0,0.0,1464.0,2460.0,0.0,0.0,2156.0,3302.0
18-09 22:40:39,46.076,2.817,17.103,33.602,0.0,0.402,75059200.0,36864.0,1721.0,2141.0,0.0,0.0,1944.0,3024.0
18-09 22:40:40,52.008,2.209,21.687,23.695,0.0,0.402,88170496.0,0.0,321.0,2242.0,0.0,0.0,2315.0,3571.0
18-09 22:40:41,69.215,3.219,12.877,14.286,0.0,0.402,85925888.0,0.0,321.0,2252.0,0.0,0.0,2846.0,4137.0
18-09 22:40:42,71.573,3.024,6.855,18.548,0.0,0.0,88350720.0,36864.0,321.0,1845.0,0.0,0.0,2830.0,4025.0
18-09 22:40:43,72.177,1.613,9.476,16.331,0.0,0.403,83087360.0,0.0,321.0,2250.0,0.0,0.0,2576.0,3668.0
18-09 22:40:44,83.065,0.605,14.718,1.613,0.0,0.0,8953856.0,61440.0,535.0,4203.0,0.0,0.0,2025.0,2386.0
18-09 22:40:45,78.916,2.610,18.474,0.0,0.0,0.0,0.0,0.0,387.0,2057.0,0.0,0.0,1848.0,1970.0
18-09 22:40:46,75.502,3.012,21.285,0.0,0.0,0.201,0.0,0.0,1775.0,3536.0,0.0,0.0,1939.0,2333.0
18-09 22:40:47,60.922,0.802,38.277,0.0,0.0,0.0,2101248.0,32768.0,280.0,1669.0,0.0,0.0,1614.0,1987.0
18-09 22:40:48,75.400,5.600,19.0,0.0,0.0,0.0,0.0,0.0,3817.0,3082.0,0.0,0.0,2142.0,2716.0
18-09 22:40:49,79.032,8.871,12.097,0.0,0.0,0.0,2097152.0,192512.0,3530.0,6607.0,0.0,0.0,2410.0,3080.0
18-09 22:40:50,61.538,4.858,33.401,0.0,0.0,0.202,0.0,65536.0,9719.0,5909.0,0.0,0.0,2598.0,3929.0
18-09 22:40:51,81.764,4.008,14.228,0.0,0.0,0.0,2097152.0,0.0,6053.0,3419.0,0.0,0.0,2431.0,3160.0
18-09 22:40:52,91.984,7.415,0.601,0.0,0.0,0.0,4096.0,37920768.0,3698.0,1919.0,0.0,0.0,2482.0,2957.0
18-09 22:40:53,88.577,10.621,0.802,0.0,0.0,0.0,2097152.0,84480000.0,2348.0,3204.0,0.0,0.0,2554.0,4138.0
18-09 22:40:54,64.659,3.414,20.482,11.446,0.0,0.0,16384.0,53051392.0,6368.0,4404.0,0.0,0.0,2122.0,3081.0
18-09 22:40:55,82.495,14.688,1.610,1.207,0.0,0.0,14913536.0,63967232.0,6226.0,2437.0,0.0,0.0,2474.0,4364.0
18-09 22:40:56,73.547,16.032,9.820,0.401,0.0,0.200,29294592.0,0.0,5685.0,2326.0,0.0,0.0,2725.0,4762.0
18-09 22:40:57,84.507,10.865,2.817,1.610,0.0,0.201,53968896.0,0.0,601.0,2538.0,0.0,0.0,2598.0,3515.0
18-09 22:40:58,91.784,3.808,3.407,0.802,0.0,0.200,77733888.0,0.0,107.0,459.0,0.0,0.0,3076.0,4423.0
18-09 22:40:59,75.502,3.414,8.635,12.048,0.0,0.402,77185024.0,98304.0,214.0,810.0,0.0,0.0,2504.0,3304.0
18-09 22:41:00,62.805,3.659,11.585,21.748,0.0,0.203,90075136.0,925696.0,535.0,3540.0,0.0,0.0,2485.0,3499.0
18-09 22:41:01,62.069,3.245,15.010,19.473,0.0,0.203,81141760.0,0.0,1573.0,755.0,0.0,0.0,2465.0,3667.0
18-09 22:41:02,48.687,1.818,25.051,24.444,0.0,0.0,84410368.0,0.0,214.0,1318.0,0.0,0.0,2609.0,4223.0
18-09 22:41:03,54.158,2.231,20.892,22.718,0.0,0.0,77008896.0,0.0,535.0,3551.0,0.0,0.0,2133.0,3369.0
18-09 22:41:04,45.161,2.419,21.774,30.444,0.0,0.202,69869568.0,110592.0,4052.0,1347.0,0.0,0.0,1957.0,3163.0
18-09 22:41:05,45.968,2.016,33.266,18.548,0.0,0.202,83353600.0,0.0,214.0,1320.0,0.0,0.0,2068.0,3305.0
18-09 22:41:06,52.429,3.239,19.231,24.494,0.0,0.607,86913024.0,0.0,535.0,3567.0,0.0,0.0,2156.0,3260.0
18-09 22:41:07,73.984,2.439,7.724,15.447,0.0,0.407,86802432.0,0.0,214.0,1398.0,0.0,0.0,2486.0,3493.0
18-09 22:41:08,69.679,2.811,9.839,17.470,0.0,0.201,88043520.0,0.0,214.0,1320.0,0.0,0.0,2487.0,3698.0
18-09 22:41:09,81.818,2.828,6.869,8.283,0.0,0.202,71483392.0,57344.0,535.0,3727.0,0.0,0.0,3028.0,4270.0
18-09 22:41:10,80.522,0.803,17.671,1.004,0.0,0.0,16826368.0,0.0,428.0,3279.0,0.0,0.0,2275.0,2725.0
18-09 22:41:11,80.0,2.400,17.600,0.0,0.0,0.0,0.0,0.0,280.0,1532.0,0.0,0.0,1873.0,1870.0
18-09 22:41:12,77.800,3.400,18.800,0.0,0.0,0.0,0.0,0.0,2097.0,5480.0,0.0,0.0,1921.0,2351.0
18-09 22:41:13,61.600,2.400,36.0,0.0,0.0,0.0,0.0,32768.0,107.0,597.0,0.0,0.0,1629.0,1910.0
18-09 22:41:14,63.0,3.0,33.800,0.200,0.0,0.0,0.0,110592.0,5404.0,4892.0,0.0,0.0,1827.0,2686.0
18-09 22:41:15,67.404,6.036,26.559,0.0,0.0,0.0,0.0,12591104.0,3751.0,3089.0,0.0,0.0,2213.0,2675.0
18-09 22:41:16,75.709,7.287,17.004,0.0,0.0,0.0,0.0,44400640.0,7978.0,8073.0,0.0,0.0,2993.0,3967.0
18-09 22:41:17,90.141,4.024,5.835,0.0,0.0,0.0,0.0,0.0,3716.0,1877.0,0.0,0.0,2625.0,3260.0
18-09 22:41:18,94.769,3.823,1.207,0.0,0.0,0.201,28672.0,0.0,5600.0,4176.0,0.0,0.0,2650.0,3724.0
18-09 22:41:19,84.970,13.828,1.202,0.0,0.0,0.0,0.0,307200.0,5003.0,3198.0,0.0,0.0,2508.0,2929.0
18-09 22:41:20,87.525,8.853,3.421,0.201,0.0,0.0,12902400.0,0.0,4171.0,2712.0,0.0,0.0,2437.0,3359.0
18-09 22:41:21,83.636,9.697,6.263,0.404,0.0,0.0,2101248.0,67665920.0,5682.0,3245.0,0.0,0.0,2615.0,4530.0
18-09 22:41:22,74.349,13.627,8.617,3.206,0.0,0.200,19783680.0,50233344.0,5533.0,2677.0,0.0,0.0,2483.0,3615.0
18-09 22:41:23,48.193,7.430,26.908,17.470,0.0,0.0,20594688.0,45834240.0,107.0,459.0,0.0,0.0,1795.0,2598.0
18-09 22:41:24,67.335,9.820,6.413,16.032,0.0,0.401,74907648.0,7884800.0,428.0,2187.0,0.0,0.0,2534.0,3500.0
18-09 22:41:25,87.324,2.817,3.018,6.841,0.0,0.0,77987840.0,126976.0,321.0,1669.0,0.0,0.0,2394.0,3073.0
18-09 22:41:26,60.721,3.006,17.836,18.236,0.0,0.200,85254144.0,0.0,107.0,459.0,0.0,0.0,2763.0,3842.0
18-09 22:41:27,62.097,3.629,10.484,23.790,0.0,0.0,91238400.0,0.0,428.0,2696.0,0.0,0.0,3190.0,4660.0
18-09 22:41:28,54.728,3.421,13.682,27.968,0.0,0.201,77467648.0,512000.0,321.0,2179.0,0.0,0.0,2218.0,3498.0
18-09 22:41:29,43.173,2.209,25.904,28.514,0.0,0.201,74764288.0,204800.0,4375.0,2028.0,0.0,0.0,2263.0,3632.0
18-09 22:41:30,46.076,2.414,18.109,33.199,0.0,0.201,73359360.0,81920.0,1571.0,2994.0,0.0,0.0,2122.0,3283.0
18-09 22:41:31,51.012,3.036,18.219,27.530,0.0,0.202,80797696.0,0.0,321.0,2181.0,0.0,0.0,2082.0,3100.0
18-09 22:41:32,49.400,3.0,16.400,31.0,0.0,0.200,89931776.0,0.0,107.0,459.0,0.0,0.0,2108.0,3203.0
18-09 22:41:33,57.172,2.828,14.747,25.253,0.0,0.0,85090304.0,0.0,428.0,2698.0,0.0,0.0,2197.0,3213.0
18-09 22:41:34,42.222,1.818,27.273,28.687,0.0,0.0,87801856.0,8192.0,321.0,2181.0,0.0,0.0,1829.0,2754.0
18-09 22:41:35,45.984,2.008,29.116,22.490,0.0,0.402,71286784.0,77824.0,107.0,459.0,0.0,0.0,1898.0,2848.0
18-09 22:41:36,79.757,2.227,13.765,4.049,0.0,0.202,48197632.0,0.0,749.0,5590.0,0.0,0.0,2450.0,3309.0
18-09 22:41:37,83.0,0.200,16.800,0.0,0.0,0.0,4210688.0,0.0,321.0,2339.0,0.0,0.0,1884.0,1964.0
18-09 22:41:38,81.526,0.803,17.671,0.0,0.0,0.0,0.0,0.0,214.0,1400.0,0.0,0.0,1810.0,1923.0
18-09 22:41:39,80.962,0.401,18.637,0.0,0.0,0.0,0.0,0.0,626.0,3254.0,0.0,0.0,1812.0,1890.0
18-09 22:41:40,82.495,4.024,12.877,0.604,0.0,0.0,0.0,53248.0,280.0,1534.0,0.0,0.0,1907.0,1927.0
18-09 22:41:41,71.944,10.421,17.435,0.0,0.0,0.200,0.0,0.0,1883.0,4017.0,0.0,0.0,1972.0,2345.0
18-09 22:41:42,24.291,5.870,69.838,0.0,0.0,0.0,0.0,98304.0,5221.0,10131.0,0.0,0.0,1796.0,3612.0
18-09 22:41:43,52.546,7.128,40.326,0.0,0.0,0.0,0.0,65536.0,10397.0,3660.0,0.0,0.0,2669.0,4092.0
18-09 22:41:44,92.986,5.010,2.004,0.0,0.0,0.0,0.0,78983168.0,3756.0,2071.0,0.0,0.0,2619.0,2977.0
18-09 22:41:45,94.177,4.618,1.205,0.0,0.0,0.0,4096.0,69652480.0,2163.0,3417.0,0.0,0.0,2507.0,3074.0
18-09 22:41:46,94.200,5.200,0.600,0.0,0.0,0.0,0.0,78815232.0,8105.0,342576.0,0.0,0.0,2518.0,4445.0
18-09 22:41:47,89.452,4.665,5.882,0.0,0.0,0.0,0.0,0.0,10528.0,87322.0,0.0,0.0,2559.0,4459.0
18-09 22:41:48,57.631,31.325,10.241,0.402,0.0,0.402,17244160.0,0.0,15841.0,2171011.0,0.0,0.0,3002.0,4144.0
18-09 22:41:49,76.768,16.768,5.455,0.0,0.0,1.010,31850496.0,0.0,378644.0,27928708.0,0.0,0.0,4480.0,3531.0
18-09 22:41:50,95.210,3.194,0.0,0.200,0.0,1.397,55062528.0,126976.0,203889.0,30072750.0,0.0,0.0,4632.0,4154.0
18-09 22:41:51,87.500,2.419,3.427,5.847,0.0,0.806,79699968.0,1220608.0,10068997.0,18055734.0,0.0,0.0,6534.0,4008.0
18-09 22:41:52,69.014,2.616,9.859,17.304,0.0,1.207,81641472.0,0.0,15978226.0,14886365.0,0.0,0.0,6641.0,3356.0
18-09 22:41:53,52.314,2.817,18.511,24.547,0.0,1.811,83394560.0,0.0,14053376.0,13171434.0,0.0,0.0,6995.0,3601.0
18-09 22:41:54,54.125,3.421,19.517,21.127,0.0,1.811,85565440.0,0.0,16769925.0,28987637.0,0.0,0.0,9727.0,4531.0
18-09 22:41:55,44.512,2.439,22.967,29.268,0.0,0.813,83230720.0,0.0,13829449.0,29211606.0,0.0,0.0,8119.0,4560.0
18-09 22:41:56,38.057,2.429,21.053,36.235,0.0,2.227,65671168.0,65536.0,20165335.0,31815070.0,0.0,0.0,12702.0,4165.0
18-09 22:41:57,41.767,2.008,19.478,35.944,0.0,0.803,79286272.0,0.0,11133460.0,28729042.0,0.0,0.0,7428.0,3749.0
18-09 22:41:58,34.350,2.439,33.943,28.049,0.0,1.220,83595264.0,0.0,4494954.0,27280469.0,0.0,0.0,5667.0,3893.0
18-09 22:41:59,50.909,3.232,22.222,22.424,0.0,1.212,79491072.0,0.0,14249143.0,18289969.0,0.0,0.0,7426.0,3859.0
18-09 22:42:00,52.429,3.644,23.077,19.433,0.0,1.417,99352576.0,0.0,16181714.0,21553846.0,0.0,0.0,8313.0,3597.0
18-09 22:42:01,38.431,1.610,21.328,38.229,0.0,0.402,69640192.0,69632.0,1991024.0,13024601.0,0.0,0.0,2743.0,3071.0
18-09 22:42:02,50.605,2.823,10.282,35.282,0.0,1.008,59912192.0,286720.0,20003965.0,10898500.0,0.0,0.0,10699.0,2852.0
18-09 22:42:03,80.244,2.851,3.462,12.424,0.0,1.018,82186240.0,0.0,32569478.0,25723205.0,0.0,0.0,14826.0,3360.0
18-09 22:42:04,79.0,1.400,16.800,0.600,0.0,2.200,31924224.0,0.0,34011247.0,27892936.0,0.0,0.0,21365.0,3552.0
18-09 22:42:05,78.916,1.606,17.871,0.0,0.0,1.606,12017664.0,0.0,30796198.0,13121633.0,0.0,0.0,17685.0,2735.0
18-09 22:42:06,82.759,1.420,15.213,0.0,0.0,0.609,25812992.0,61440.0,25131225.0,29722549.0,0.0,0.0,11720.0,3443.0
18-09 22:42:07,78.270,3.018,17.103,0.402,0.0,1.207,28155904.0,0.0,70306.0,25430882.0,0.0,0.0,4664.0,3247.0
18-09 22:42:08,72.323,5.253,21.414,0.0,0.0,1.010,50294784.0,32768.0,119957.0,49645026.0,0.0,0.0,6362.0,4249.0
18-09 22:42:09,50.305,4.888,43.381,0.0,0.0,1.426,42721280.0,32768.0,114961.0,45917466.0,0.0,0.0,5614.0,4350.0
18-09 22:42:10,27.902,2.037,70.061,0.0,0.0,0.0,33705984.0,32768.0,111365.0,34834191.0,0.0,0.0,4455.0,4318.0
18-09 22:42:11,22.020,2.020,75.152,0.808,0.0,0.0,10575872.0,110592.0,36431.0,13562518.0,0.0,0.0,2413.0,2739.0
18-09 22:42:12,14.056,2.610,83.333,0.0,0.0,0.0,4096.0,59752448.0,2075.0,4091.0,0.0,0.0,1286.0,2638.0
18-09 22:42:13,1.619,0.405,94.332,3.644,0.0,0.0,4096.0,87080960.0,107.0,486.0,0.0,0.0,924.0,2166.0
18-09 22:42:14,1.215,0.405,98.381,0.0,0.0,0.0,0.0,80687104.0,107.0,486.0,0.0,0.0,972.0,2111.0
18-09 22:42:15,1.406,0.402,98.193,0.0,0.0,0.0,0.0,0.0,300.0,1078.0,0.0,0.0,916.0,2038.0
18-09 22:42:16,1.010,0.202,98.788,0.0,0.0,0.0,0.0,0.0,173.0,375.0,0.0,0.0,880.0,2029.0
18-09 22:42:17,0.808,0.202,97.374,1.616,0.0,0.0,0.0,131072.0,107.0,309.0,0.0,0.0,905.0,2072.0
18-09 22:42:18,1.210,0.806,97.984,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,901.0,2053.0
18-09 22:42:19,1.207,0.604,98.189,0.0,0.0,0.0,0.0,1187840.0,107.0,309.0,0.0,0.0,972.0,2079.0
18-09 22:42:20,1.210,0.403,98.387,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,980.0,2148.0
18-09 22:42:21,2.0,0.400,97.600,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,997.0,2200.0
18-09 22:42:22,1.600,0.800,97.600,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,984.0,2181.0
18-09 22:42:23,1.606,0.602,97.590,0.201,0.0,0.0,0.0,49152.0,107.0,309.0,0.0,0.0,994.0,2236.0
18-09 22:42:24,2.204,0.200,97.595,0.0,0.0,0.0,0.0,0.0,214.0,835.0,0.0,0.0,1022.0,2340.0
18-09 22:42:25,11.670,2.616,85.714,0.0,0.0,0.0,0.0,0.0,3537.0,1192.0,0.0,0.0,1466.0,2796.0
18-09 22:42:26,51.008,3.629,45.363,0.0,0.0,0.0,0.0,0.0,3696.0,1296.0,0.0,0.0,2449.0,3094.0
18-09 22:42:27,75.659,5.680,18.661,0.0,0.0,0.0,0.0,0.0,5095.0,3130.0,0.0,0.0,2714.0,3846.0
18-09 22:42:28,85.542,5.622,8.434,0.0,0.0,0.402,0.0,0.0,29223.0,667814.0,0.0,0.0,2691.0,3554.0
18-09 22:42:29,84.211,7.490,2.632,0.607,0.0,5.061,593920.0,10829824.0,43849019.0,40526155.0,0.0,0.0,10738.0,6485.0
18-09 22:42:30,88.978,6.613,0.200,0.0,0.0,4.208,4096.0,5263360.0,43636884.0,26316599.0,0.0,0.0,8180.0,5040.0
18-09 22:42:31,88.978,6.212,4.008,0.0,0.0,0.802,0.0,5222400.0,278806.0,14847600.0,0.0,0.0,3996.0,3544.0
18-09 22:42:32,80.364,8.907,6.275,0.202,0.0,4.251,69632.0,7929856.0,43963600.0,35918663.0,0.0,0.0,9428.0,6251.0
18-09 22:42:33,83.501,7.445,2.414,0.402,0.0,6.237,45056.0,13148160.0,43920257.0,46515201.0,0.0,0.0,11758.0,6545.0
18-09 22:42:34,93.186,6.012,0.601,0.200,0.0,0.0,0.0,507904.0,3185.0,4107.0,0.0,0.0,2499.0,3485.0
18-09 22:42:35,87.375,6.012,6.613,0.0,0.0,0.0,0.0,0.0,3279.0,3848.0,0.0,0.0,2802.0,4348.0
18-09 22:42:36,85.341,4.217,10.442,0.0,0.0,0.0,0.0,0.0,1389.0,3761.0,0.0,0.0,2642.0,4650.0
18-09 22:42:37,91.800,5.800,2.200,0.0,0.0,0.200,0.0,0.0,565.0,2143.0,0.0,0.0,2421.0,4128.0
18-09 22:42:38,72.837,4.427,22.535,0.0,0.0,0.201,0.0,32768.0,2777.0,7767.0,0.0,0.0,2404.0,4488.0
18-09 22:42:39,50.101,5.253,44.646,0.0,0.0,0.0,0.0,15826944.0,5370.0,5109.0,0.0,0.0,2455.0,4408.0
18-09 22:42:40,69.416,4.427,26.157,0.0,0.0,0.0,0.0,86994944.0,5855.0,7171.0,0.0,0.0,2591.0,3813.0
18-09 22:42:41,85.051,4.040,10.909,0.0,0.0,0.0,0.0,81960960.0,1487.0,3055.0,0.0,0.0,2388.0,3231.0
18-09 22:42:42,75.960,7.475,16.364,0.0,0.0,0.202,0.0,32768.0,2346180.0,801589.0,0.0,0.0,3215.0,4256.0
18-09 22:42:43,78.862,5.488,10.772,0.0,0.0,4.878,0.0,0.0,41320262.0,31369859.0,0.0,0.0,7949.0,4867.0
18-09 22:42:44,80.404,8.283,6.061,0.202,0.0,5.051,0.0,303104.0,43988104.0,39628421.0,0.0,0.0,8782.0,6200.0
